Standard,Grade,type,answer_text,questionattemptid,total_rubric_score,Audio Link,Transcription,whisper_words,whisper_segments,whisper_language,Audio Audible,Transcript Acceptable
tx,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1743090441889_21803501_4.mp3,171764252,0,https://drive.google.com/file/d/1VO-fRvrgt0c-t8WF5ytZ46Msv5Cecq6X/view?usp=sharing, De la vela Ok,"[{""word"": ""De"", ""start"": 0.9, ""end"": 2.9}, {""word"": ""la"", ""start"": 2.9, ""end"": 3}, {""word"": ""vela"", ""start"": 3, ""end"": 3.28}, {""word"": ""Ok"", ""start"": 2.86, ""end"": 6.5}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.36, ""text"": "" De la vela"", ""tokens"": [50365, 1346, 635, 14610, 64, 50533], ""temperature"": 0.6, ""avg_logprob"": -0.99111384, ""compression_ratio"": 0.68421054, ""no_speech_prob"": 1.2485687e-10}, {""id"": 1, ""seek"": 0, ""start"": 3.36, ""end"": 6.52, ""text"": "" Ok"", ""tokens"": [50533, 3477, 50691], ""temperature"": 0.6, ""avg_logprob"": -0.99111384, ""compression_ratio"": 0.68421054, ""no_speech_prob"": 1.2485687e-10}]",Spanish,,
wida,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1743775792029_22391304_4.mp3,176216445,0,https://drive.google.com/file/d/1DGnuWNmUOenfT1hMwnYW8OcvZ8tvLOIx/view?usp=sharing, I see balloons in the chair and in the guitar.,"[{""word"": ""I"", ""start"": 1, ""end"": 1.16}, {""word"": ""see"", ""start"": 1.16, ""end"": 1.62}, {""word"": ""balloons"", ""start"": 1.62, ""end"": 3.36}, {""word"": ""in"", ""start"": 3.36, ""end"": 3.7}, {""word"": ""the"", ""start"": 3.7, ""end"": 3.84}, {""word"": ""chair"", ""start"": 3.84, ""end"": 4.36}, {""word"": ""and"", ""start"": 4.36, ""end"": 7.38}, {""word"": ""in"", ""start"": 7.38, ""end"": 7.7}, {""word"": ""the"", ""start"": 7.7, ""end"": 7.98}, {""word"": ""guitar."", ""start"": 7.98, ""end"": 10.98}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 16.34, ""text"": "" I see balloons in the chair and in the guitar."", ""tokens"": [50365, 286, 536, 26193, 294, 264, 6090, 293, 294, 264, 7531, 13, 51182], ""temperature"": 0, ""avg_logprob"": -0.4602981, ""compression_ratio"": 0.9583333, ""no_speech_prob"": 2.9822533e-10}]",English,,
wida,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1743533687142_20944592_5.mp3,165313139,0,https://drive.google.com/file/d/1VhPLP6Tm4XysKqFwQ4otCkL2yGNKdJrh/view?usp=sharing," My dad, I hope they like you.","[{""word"": ""My"", ""start"": 0.02, ""end"": 0.6}, {""word"": ""dad,"", ""start"": 0.6, ""end"": 0.98}, {""word"": ""I"", ""start"": 0.98, ""end"": 2.78}, {""word"": ""hope"", ""start"": 2.78, ""end"": 3.08}, {""word"": ""they"", ""start"": 3.08, ""end"": 3.24}, {""word"": ""like"", ""start"": 3.24, ""end"": 3.46}, {""word"": ""you."", ""start"": 3.46, ""end"": 3.74}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.76, ""text"": "" My dad, I hope they like you."", ""tokens"": [50365, 1222, 3546, 11, 286, 1454, 436, 411, 291, 13, 50553], ""temperature"": 0, ""avg_logprob"": -0.8064798, ""compression_ratio"": 0.7837838, ""no_speech_prob"": 2.28127e-10}]",English,,
wida,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1731338827857_7299158_5.mp3,58593014,0,https://drive.google.com/file/d/1tKhhaudgtbBUlrTOqgAX2th248eDofrW/view?usp=sharing, In the picture shows the teacher is explaining to the student what is the formula to use it and solve the problem. And the students think for what is the problem for the answer.,"[{""word"": ""In"", ""start"": 1.14, ""end"": 1.7}, {""word"": ""the"", ""start"": 1.7, ""end"": 1.88}, {""word"": ""picture"", ""start"": 1.88, ""end"": 2.24}, {""word"": ""shows"", ""start"": 2.24, ""end"": 2.68}, {""word"": ""the"", ""start"": 2.68, ""end"": 3.08}, {""word"": ""teacher"", ""start"": 3.08, ""end"": 3.54}, {""word"": ""is"", ""start"": 3.54, ""end"": 3.96}, {""word"": ""explaining"", ""start"": 3.96, ""end"": 4.68}, {""word"": ""to"", ""start"": 4.68, ""end"": 5.12}, {""word"": ""the"", ""start"": 5.12, ""end"": 5.3}, {""word"": ""student"", ""start"": 5.3, ""end"": 5.72}, {""word"": ""what"", ""start"": 5.72, ""end"": 6.26}, {""word"": ""is"", ""start"": 6.26, ""end"": 6.5}, {""word"": ""the"", ""start"": 6.5, ""end"": 6.66}, {""word"": ""formula"", ""start"": 6.66, ""end"": 7.26}, {""word"": ""to"", ""start"": 7.26, ""end"": 8.02}, {""word"": ""use"", ""start"": 8.02, ""end"": 8.48}, {""word"": ""it"", ""start"": 8.48, ""end"": 8.78}, {""word"": ""and"", ""start"": 8.78, ""end"": 9.28}, {""word"": ""solve"", ""start"": 9.28, ""end"": 9.66}, {""word"": ""the"", ""start"": 9.66, ""end"": 9.98}, {""word"": ""problem."", ""start"": 9.98, ""end"": 10.76}, {""word"": ""And"", ""start"": 10.78, ""end"": 11.24}, {""word"": ""the"", ""start"": 11.24, ""end"": 11.4}, {""word"": ""students"", ""start"": 11.4, ""end"": 11.8}, {""word"": ""think"", ""start"": 11.8, ""end"": 12.16}, {""word"": ""for"", ""start"": 12.16, ""end"": 12.5}, {""word"": ""what"", ""start"": 12.5, ""end"": 12.86}, {""word"": ""is"", ""start"": 12.86, ""end"": 13.04}, {""word"": ""the"", ""start"": 13.04, ""end"": 13.2}, {""word"": ""problem"", ""start"": 13.2, ""end"": 13.58}, {""word"": ""for"", ""start"": 13.58, ""end"": 13.88}, {""word"": ""the"", ""start"": 13.88, ""end"": 14.12}, {""word"": ""answer."", ""start"": 14.12, ""end"": 14.9}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 11, ""text"": "" In the picture shows the teacher is explaining to the student what is the formula to use it and solve the problem."", ""tokens"": [50365, 682, 264, 3036, 3110, 264, 5027, 307, 13468, 281, 264, 3107, 437, 307, 264, 8513, 281, 764, 309, 293, 5039, 264, 1154, 13, 50915], ""temperature"": 0, ""avg_logprob"": -0.32207534, ""compression_ratio"": 1.5258621, ""no_speech_prob"": 4.9948184e-12}, {""id"": 1, ""seek"": 0, ""start"": 11, ""end"": 16.48, ""text"": "" And the students think for what is the problem for the answer."", ""tokens"": [50915, 400, 264, 1731, 519, 337, 437, 307, 264, 1154, 337, 264, 1867, 13, 51189], ""temperature"": 0, ""avg_logprob"": -0.32207534, ""compression_ratio"": 1.5258621, ""no_speech_prob"": 4.9948184e-12}]",English,No,Yes
wida,12,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1732201249802_8141274_5.mp3,65136990,0,https://drive.google.com/file/d/1shcws30QFGLBwUYtOGMBPINZPiJc4XNk/view?usp=sharing," Mér tíl er tvö eklað, þú er stúdent.","[{""word"": ""M\u00e9r"", ""start"": 0.5, ""end"": 0.9}, {""word"": ""t\u00edl"", ""start"": 0.9, ""end"": 1.18}, {""word"": ""er"", ""start"": 1.18, ""end"": 1.36}, {""word"": ""tv\u00f6"", ""start"": 1.36, ""end"": 1.62}, {""word"": ""ekla\u00f0,"", ""start"": 1.62, ""end"": 2.54}, {""word"": ""\u00fe\u00fa"", ""start"": 2.54, ""end"": 3.82}, {""word"": ""er"", ""start"": 3.82, ""end"": 4.22}, {""word"": ""st\u00fadent."", ""start"": 4.22, ""end"": 5.62}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7.1, ""text"": "" M\u00e9r t\u00edl er tv\u00f6 ekla\u00f0, \u00fe\u00fa er st\u00fadent."", ""tokens"": [50365, 376, 4198, 256, 870, 75, 1189, 16364, 973, 13359, 875, 23436, 11, 43219, 2481, 1189, 342, 2481, 67, 317, 13, 50720], ""temperature"": 0, ""avg_logprob"": -0.7502143, ""compression_ratio"": 0.877551, ""no_speech_prob"": 1.9027578e-10}]",Icelandic,No,Yes
wida,2,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1745847962207_23562933_3.mp3,185034094,0,https://drive.google.com/file/d/15APRqnnChID_v49LSThzgHY0glEMS8p3/view?usp=sharing," What's the basket made out of leaves? It's made out of palm leaves. Okay? So, she throws it on the table.","[{""word"": ""What's"", ""start"": 0.04, ""end"": 0.24}, {""word"": ""the"", ""start"": 0.24, ""end"": 0.26}, {""word"": ""basket"", ""start"": 0.26, ""end"": 0.58}, {""word"": ""made"", ""start"": 0.58, ""end"": 0.84}, {""word"": ""out"", ""start"": 0.84, ""end"": 1.02}, {""word"": ""of"", ""start"": 1.02, ""end"": 1.28}, {""word"": ""leaves?"", ""start"": 1.28, ""end"": 2.18}, {""word"": ""It's"", ""start"": 2.5, ""end"": 3.1}, {""word"": ""made"", ""start"": 3.1, ""end"": 3.22}, {""word"": ""out"", ""start"": 3.22, ""end"": 3.46}, {""word"": ""of"", ""start"": 3.46, ""end"": 3.54}, {""word"": ""palm"", ""start"": 3.54, ""end"": 3.96}, {""word"": ""leaves."", ""start"": 3.96, ""end"": 4.88}, {""word"": ""Okay?"", ""start"": 4.5, ""end"": 5.16}, {""word"": ""So,"", ""start"": 5.16, ""end"": 5.66}, {""word"": ""she"", ""start"": 5.66, ""end"": 6.14}, {""word"": ""throws"", ""start"": 6.14, ""end"": 6.62}, {""word"": ""it"", ""start"": 6.62, ""end"": 6.78}, {""word"": ""on"", ""start"": 6.78, ""end"": 6.92}, {""word"": ""the"", ""start"": 6.92, ""end"": 7.32}, {""word"": ""table."", ""start"": 7.32, ""end"": 7.46}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3, ""text"": "" What's the basket made out of leaves?"", ""tokens"": [50365, 708, 311, 264, 8390, 1027, 484, 295, 5510, 30, 50515], ""temperature"": 0, ""avg_logprob"": -0.45958093, ""compression_ratio"": 1.1538461, ""no_speech_prob"": 1.2017335e-12}, {""id"": 1, ""seek"": 0, ""start"": 3, ""end"": 5, ""text"": "" It's made out of palm leaves."", ""tokens"": [50515, 467, 311, 1027, 484, 295, 17018, 5510, 13, 50615], ""temperature"": 0, ""avg_logprob"": -0.45958093, ""compression_ratio"": 1.1538461, ""no_speech_prob"": 1.2017335e-12}, {""id"": 2, ""seek"": 0, ""start"": 5, ""end"": 6.98, ""text"": "" Okay? So, she throws it on the table."", ""tokens"": [50615, 1033, 30, 407, 11, 750, 19251, 309, 322, 264, 3199, 13, 50714], ""temperature"": 0, ""avg_logprob"": -0.45958093, ""compression_ratio"": 1.1538461, ""no_speech_prob"": 1.2017335e-12}]",English,Yes,Yes
wida,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1736451267220_13092082_2.mp3,103746453,0,https://drive.google.com/file/d/1OrAi583e_aA5DeylWk-txOGRj1ClkFNG/view?usp=sharing, Ég ballún en ég peipur.,"[{""word"": ""\u00c9g"", ""start"": 0.2, ""end"": 0.4}, {""word"": ""ball\u00fan"", ""start"": 0.4, ""end"": 0.84}, {""word"": ""en"", ""start"": 0.84, ""end"": 1.04}, {""word"": ""\u00e9g"", ""start"": 1.04, ""end"": 1.12}, {""word"": ""peipur."", ""start"": 1.12, ""end"": 1.84}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2, ""text"": "" \u00c9g ball\u00fan en \u00e9g peipur."", ""tokens"": [50365, 4922, 70, 2594, 9453, 465, 1136, 70, 520, 647, 374, 13, 50465], ""temperature"": 0, ""avg_logprob"": -0.59845865, ""compression_ratio"": 0.7647059, ""no_speech_prob"": 8.285581e-10}]",Icelandic,Yes,Yes
wida,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734464263848_12295175_3.mp3,97195899,0,https://drive.google.com/file/d/16DwPC-wA6GuJGJ2H3HMf200mWadHa-1t/view?usp=sharing," I see you guys, I see you guys.","[{""word"": ""I"", ""start"": 0.02, ""end"": 2.04}, {""word"": ""see"", ""start"": 2.04, ""end"": 2.48}, {""word"": ""you"", ""start"": 2.48, ""end"": 2.84}, {""word"": ""guys,"", ""start"": 2.84, ""end"": 3.26}, {""word"": ""I"", ""start"": 3.26, ""end"": 3.9}, {""word"": ""see"", ""start"": 3.9, ""end"": 4.22}, {""word"": ""you"", ""start"": 4.22, ""end"": 4.64}, {""word"": ""guys."", ""start"": 4.64, ""end"": 5.7}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 8.06, ""text"": "" I see you guys, I see you guys."", ""tokens"": [50365, 286, 536, 291, 1074, 11, 286, 536, 291, 1074, 13, 50768], ""temperature"": 0, ""avg_logprob"": -0.76831377, ""compression_ratio"": 1.1071428, ""no_speech_prob"": 4.5266285e-10}]",English,No,No
wida,6,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1744046462551_22523463_4.mp3,177257622,0,https://drive.google.com/file/d/1jrw_69IkRJ4W0OMyo21PZIRcLL7RoOC-/view?usp=sharing, Brain and fruit,"[{""word"": ""Brain"", ""start"": 0.22, ""end"": 0.7}, {""word"": ""and"", ""start"": 0.7, ""end"": 1.1}, {""word"": ""fruit"", ""start"": 1.1, ""end"": 1.52}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.88, ""text"": "" Brain and fruit"", ""tokens"": [50365, 29783, 293, 6773, 50459], ""temperature"": 0, ""avg_logprob"": -0.24660218, ""compression_ratio"": 0.65217394, ""no_speech_prob"": 2.221083e-10}]",Icelandic,Yes,Yes
wida,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738865226669_17357598_3.mp3,141805773,0,https://drive.google.com/file/d/1SwJsCsXTwtDomfIXvF0jEQ37l24cTyVH/view?usp=sharing, I see birds in water.,"[{""word"": ""I"", ""start"": 0.92, ""end"": 1.02}, {""word"": ""see"", ""start"": 1.02, ""end"": 1.38}, {""word"": ""birds"", ""start"": 1.38, ""end"": 1.92}, {""word"": ""in"", ""start"": 1.92, ""end"": 2.64}, {""word"": ""water."", ""start"": 2.64, ""end"": 3.84}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.92, ""text"": "" I see birds in water."", ""tokens"": [50365, 286, 536, 9009, 294, 1281, 13, 50561], ""temperature"": 0, ""avg_logprob"": -0.22957326, ""compression_ratio"": 0.7241379, ""no_speech_prob"": 1.5090794e-10}]",Icelandic,Yes,Yes
wida,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1744302104857_22790110_2.mp3,179327830,0,https://drive.google.com/file/d/1--JKamLeIK3s9s0RFJoywIL2PlC2TCRu/view?usp=sharing," Summer reading is very important for kids to read to improve their reading skills for next year school so they don't have difficulty of reading and spelling. And they help with math, I mean science, and history depending on what book the kid reads.","[{""word"": ""Summer"", ""start"": 0.52, ""end"": 0.82}, {""word"": ""reading"", ""start"": 0.82, ""end"": 1.18}, {""word"": ""is"", ""start"": 1.18, ""end"": 1.52}, {""word"": ""very"", ""start"": 1.52, ""end"": 1.8}, {""word"": ""important"", ""start"": 1.8, ""end"": 2.46}, {""word"": ""for"", ""start"": 2.46, ""end"": 2.76}, {""word"": ""kids"", ""start"": 2.76, ""end"": 3.3}, {""word"": ""to"", ""start"": 3.3, ""end"": 3.82}, {""word"": ""read"", ""start"": 3.82, ""end"": 4.18}, {""word"": ""to"", ""start"": 4.18, ""end"": 4.42}, {""word"": ""improve"", ""start"": 4.42, ""end"": 4.9}, {""word"": ""their"", ""start"": 4.9, ""end"": 5.22}, {""word"": ""reading"", ""start"": 5.22, ""end"": 6.4}, {""word"": ""skills"", ""start"": 6.4, ""end"": 7.08}, {""word"": ""for"", ""start"": 7.08, ""end"": 7.62}, {""word"": ""next"", ""start"": 7.62, ""end"": 7.92}, {""word"": ""year"", ""start"": 7.92, ""end"": 8.28}, {""word"": ""school"", ""start"": 8.28, ""end"": 8.58}, {""word"": ""so"", ""start"": 8.5, ""end"": 9.2}, {""word"": ""they"", ""start"": 9.2, ""end"": 9.4}, {""word"": ""don't"", ""start"": 9.4, ""end"": 9.64}, {""word"": ""have"", ""start"": 9.64, ""end"": 10.18}, {""word"": ""difficulty"", ""start"": 10.18, ""end"": 10.98}, {""word"": ""of"", ""start"": 10.98, ""end"": 11.3}, {""word"": ""reading"", ""start"": 11.3, ""end"": 11.66}, {""word"": ""and"", ""start"": 11.66, ""end"": 12.12}, {""word"": ""spelling."", ""start"": 12.12, ""end"": 12.86}, {""word"": ""And"", ""start"": 13.26, ""end"": 13.56}, {""word"": ""they"", ""start"": 13.56, ""end"": 13.8}, {""word"": ""help"", ""start"": 13.8, ""end"": 14.08}, {""word"": ""with"", ""start"": 14.08, ""end"": 14.38}, {""word"": ""math,"", ""start"": 14.38, ""end"": 15.12}, {""word"": ""I"", ""start"": 15.12, ""end"": 15.84}, {""word"": ""mean"", ""start"": 15.84, ""end"": 16.02}, {""word"": ""science,"", ""start"": 16.02, ""end"": 17.14}, {""word"": ""and"", ""start"": 17.14, ""end"": 17.84}, {""word"": ""history"", ""start"": 17.84, ""end"": 18.44}, {""word"": ""depending"", ""start"": 18.44, ""end"": 19.14}, {""word"": ""on"", ""start"": 19.14, ""end"": 19.36}, {""word"": ""what"", ""start"": 19.36, ""end"": 19.52}, {""word"": ""book"", ""start"": 19.52, ""end"": 20.12}, {""word"": ""the"", ""start"": 20.12, ""end"": 22.02}, {""word"": ""kid"", ""start"": 22.02, ""end"": 22.4}, {""word"": ""reads."", ""start"": 22.4, ""end"": 23.36}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 9, ""text"": "" Summer reading is very important for kids to read to improve their reading skills for next year school"", ""tokens"": [50365, 16161, 3760, 307, 588, 1021, 337, 2301, 281, 1401, 281, 3470, 641, 3760, 3942, 337, 958, 1064, 1395, 50815], ""temperature"": 0, ""avg_logprob"": -0.21069126, ""compression_ratio"": 1.4939759, ""no_speech_prob"": 1.4537767e-11}, {""id"": 1, ""seek"": 0, ""start"": 9, ""end"": 13, ""text"": "" so they don't have difficulty of reading and spelling."", ""tokens"": [50815, 370, 436, 500, 380, 362, 10360, 295, 3760, 293, 22254, 13, 51015], ""temperature"": 0, ""avg_logprob"": -0.21069126, ""compression_ratio"": 1.4939759, ""no_speech_prob"": 1.4537767e-11}, {""id"": 2, ""seek"": 0, ""start"": 13, ""end"": 24.38, ""text"": "" And they help with math, I mean science, and history depending on what book the kid reads."", ""tokens"": [51015, 400, 436, 854, 365, 5221, 11, 286, 914, 3497, 11, 293, 2503, 5413, 322, 437, 1446, 264, 1636, 15700, 13, 51584], ""temperature"": 0, ""avg_logprob"": -0.21069126, ""compression_ratio"": 1.4939759, ""no_speech_prob"": 1.4537767e-11}]",English,Yes,Yes
wida,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738168958715_15856082_4.mp3,130707384,0,https://drive.google.com/file/d/1TqNabuNAyLSCxU9twFPkSCkfrA_GeqfL/view?usp=sharing, A bunny and a deer.,"[{""word"": ""A"", ""start"": 0.58, ""end"": 0.72}, {""word"": ""bunny"", ""start"": 0.72, ""end"": 1.04}, {""word"": ""and"", ""start"": 1.04, ""end"": 1.46}, {""word"": ""a"", ""start"": 1.46, ""end"": 1.6}, {""word"": ""deer."", ""start"": 1.6, ""end"": 1.96}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.66, ""text"": "" A bunny and a deer."", ""tokens"": [50365, 316, 28588, 293, 257, 17120, 13, 50498], ""temperature"": 0, ""avg_logprob"": -0.30486625, ""compression_ratio"": 0.7037037, ""no_speech_prob"": 1.662015e-11}]",English,Yes,Yes
ca,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1738019034258_15224707_3.mp3,125426215,0,https://drive.google.com/file/d/1U_Ni8ewesmZK8AJxqndW5wyMHx24XYdx/view?usp=sharing, The kids are picking up the toys and the mum is picking up.,"[{""word"": ""The"", ""start"": 3.84, ""end"": 4.04}, {""word"": ""kids"", ""start"": 4.04, ""end"": 5.24}, {""word"": ""are"", ""start"": 5.24, ""end"": 5.66}, {""word"": ""picking"", ""start"": 5.66, ""end"": 6.52}, {""word"": ""up"", ""start"": 6.52, ""end"": 7}, {""word"": ""the"", ""start"": 7, ""end"": 7.34}, {""word"": ""toys"", ""start"": 7.34, ""end"": 7.74}, {""word"": ""and"", ""start"": 7.74, ""end"": 8.06}, {""word"": ""the"", ""start"": 8.06, ""end"": 8.26}, {""word"": ""mum"", ""start"": 8.26, ""end"": 8.5}, {""word"": ""is"", ""start"": 8.5, ""end"": 8.68}, {""word"": ""picking"", ""start"": 8.68, ""end"": 9.38}, {""word"": ""up."", ""start"": 9.38, ""end"": 10.4}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 13.34, ""text"": "" The kids are picking up the toys and the mum is picking up."", ""tokens"": [50365, 440, 2301, 366, 8867, 493, 264, 13753, 293, 264, 14697, 307, 8867, 493, 13, 51032], ""temperature"": 0, ""avg_logprob"": -0.19595207, ""compression_ratio"": 1.1346154, ""no_speech_prob"": 8.3935366e-11}]",English,Yes,Yes
ca,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1733510025745_10940024_12.mp3,86526933,0,https://drive.google.com/file/d/1EbnXleI6jxKuWlxhAnLtAm7T4K0y2_PB/view?usp=sharing, Taj Mahal is located in India and was built in 1622. It had four gardens that formed a perfect square.,"[{""word"": ""Taj"", ""start"": 0.48, ""end"": 0.76}, {""word"": ""Mahal"", ""start"": 0.76, ""end"": 1.42}, {""word"": ""is"", ""start"": 1.42, ""end"": 1.78}, {""word"": ""located"", ""start"": 1.78, ""end"": 2.34}, {""word"": ""in"", ""start"": 2.34, ""end"": 2.58}, {""word"": ""India"", ""start"": 2.58, ""end"": 3.18}, {""word"": ""and"", ""start"": 3.18, ""end"": 3.7}, {""word"": ""was"", ""start"": 3.7, ""end"": 4.18}, {""word"": ""built"", ""start"": 4.18, ""end"": 4.66}, {""word"": ""in"", ""start"": 4.66, ""end"": 5.04}, {""word"": ""1622."", ""start"": 5.04, ""end"": 6.52}, {""word"": ""It"", ""start"": 6.52, ""end"": 7.24}, {""word"": ""had"", ""start"": 7.24, ""end"": 7.72}, {""word"": ""four"", ""start"": 7.72, ""end"": 8.18}, {""word"": ""gardens"", ""start"": 8.18, ""end"": 8.86}, {""word"": ""that"", ""start"": 8.86, ""end"": 9.14}, {""word"": ""formed"", ""start"": 9.14, ""end"": 9.52}, {""word"": ""a"", ""start"": 9.52, ""end"": 9.8}, {""word"": ""perfect"", ""start"": 9.8, ""end"": 10.22}, {""word"": ""square."", ""start"": 10.22, ""end"": 11.02}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 11, ""text"": "" Taj Mahal is located in India and was built in 1622. It had four gardens that formed a perfect square."", ""tokens"": [50365, 44837, 10104, 304, 307, 6870, 294, 5282, 293, 390, 3094, 294, 3165, 7490, 13, 467, 632, 1451, 23803, 300, 8693, 257, 2176, 3732, 13, 50915], ""temperature"": 0, ""avg_logprob"": -0.22988972, ""compression_ratio"": 1.0967742, ""no_speech_prob"": 2.9540098e-10}]",Icelandic,Yes,Yes
ca,2,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1734226164041_11991990_2.mp3,94694221,0,https://drive.google.com/file/d/1OVEGarbM2_hIoeeLwa-MqUYe-VsJNkny/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0, ""end"": 0.22}, {""word"": ""you."", ""start"": 0.22, ""end"": 0.24}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 29.98, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 51864], ""temperature"": 0, ""avg_logprob"": -0.2962569, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 1.4929832e-10}]",English,No,No
ca,3,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1743027607330_21561557_2.mp3,169988739,0,https://drive.google.com/file/d/13LoKSgO2MxkzPcW0r1iVWDzu7eWSwtQt/view?usp=sharing, The girl is trying to get down from one part of the tree.,"[{""word"": ""The"", ""start"": 0.2, ""end"": 0.4}, {""word"": ""girl"", ""start"": 0.4, ""end"": 0.5}, {""word"": ""is"", ""start"": 0.5, ""end"": 0.66}, {""word"": ""trying"", ""start"": 0.66, ""end"": 0.8}, {""word"": ""to"", ""start"": 0.8, ""end"": 0.94}, {""word"": ""get"", ""start"": 0.94, ""end"": 1.1}, {""word"": ""down"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""from"", ""start"": 1.3, ""end"": 1.52}, {""word"": ""one"", ""start"": 1.52, ""end"": 1.7}, {""word"": ""part"", ""start"": 1.7, ""end"": 1.92}, {""word"": ""of"", ""start"": 1.92, ""end"": 2.04}, {""word"": ""the"", ""start"": 2.04, ""end"": 2.16}, {""word"": ""tree."", ""start"": 2.16, ""end"": 2.42}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.38, ""text"": "" The girl is trying to get down from one part of the tree."", ""tokens"": [50365, 440, 2013, 307, 1382, 281, 483, 760, 490, 472, 644, 295, 264, 4230, 13, 50484], ""temperature"": 0, ""avg_logprob"": -0.23626997, ""compression_ratio"": 0.93442625, ""no_speech_prob"": 5.0957914e-12}]",English,Yes,Yes
ca,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1742234904585_21155618_2.mp3,166885871,0,https://drive.google.com/file/d/1Qld6Du4zPqkczbVkKsq-cRR4NsWQUF7x/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0, ""end"": 0.22}, {""word"": ""you."", ""start"": 0.22, ""end"": 0.24}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 29.98, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 51864], ""temperature"": 0, ""avg_logprob"": -0.2962569, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 1.4929832e-10}]",English,No,No
ca,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1745528370692_23377440_3.mp3,183700697,0,https://drive.google.com/file/d/13Z588Xf7955xHlfChdWhMWeu9s5amZEm/view?usp=sharing, I cannot hear the question. It will not play for me.,"[{""word"": ""I"", ""start"": 0.72, ""end"": 0.8}, {""word"": ""cannot"", ""start"": 0.8, ""end"": 1.12}, {""word"": ""hear"", ""start"": 1.12, ""end"": 1.46}, {""word"": ""the"", ""start"": 1.46, ""end"": 1.64}, {""word"": ""question."", ""start"": 1.64, ""end"": 2.04}, {""word"": ""It"", ""start"": 2.04, ""end"": 2.68}, {""word"": ""will"", ""start"": 2.68, ""end"": 2.84}, {""word"": ""not"", ""start"": 2.84, ""end"": 3}, {""word"": ""play"", ""start"": 3, ""end"": 3.22}, {""word"": ""for"", ""start"": 3.22, ""end"": 3.44}, {""word"": ""me."", ""start"": 3.44, ""end"": 3.7}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.6, ""text"": "" I cannot hear the question. It will not play for me."", ""tokens"": [50365, 286, 2644, 1568, 264, 1168, 13, 467, 486, 406, 862, 337, 385, 13, 50545], ""temperature"": 0, ""avg_logprob"": -0.33178857, ""compression_ratio"": 0.8965517, ""no_speech_prob"": 1.1859739e-11}]",English,Yes,Yes
